Treatment,Pop,GH.area,Mat.area,Dam,Plant_ID,SM_g,GR,FT,DTF,CW,ASD_S,ASD_L,ASD,SM.s,GR.s,CW.s,ASD.s,ORQFT,Index
Sel,PENN,AC,A4,131,131-10,0.035,0.67,162,66,29.71,-0.98,2.84,1.91,0.222642708,1.093740619,-0.965568808,0.666345281,-0.847317869,-0.934190991
Sel,PENN,AC,A4,131,131-2,0.034,0.67,159,63,32.52,-0.41,2.98,1.695,0.048297722,1.093740619,-0.303502441,0.127560782,-1.208243346,-0.309562417
Sel,PENN,AC,A4,131,131-3,0.039,0.67,223,127,28.27,0,4.43,2.215,0.920022651,1.093740619,-1.30484837,1.430667478,-0.013489518,-1.583446529
Sel,PENN,AC,A4,131,131-4,0.037,0.56,162,66,28.73,0,3.58,1.79,0.571332679,0.294108836,-1.196467399,0.365628351,-0.847317869,-0.195002572
Sel,PENN,AC,A4,131,131-5,0.036,0.78,171,75,34.18,0,2.48,1.24,0.396987693,1.893372403,0.087611498,-1.012657577,-0.619179906,0.14823085
Sel,PENN,AC,A4,131,131-6,0.035,0.67,171,75,31.23,0,2.49,1.245,0.222642708,1.093740619,-0.607440382,-1.000127705,-0.619179906,0.309477167
Sel,PENN,AC,A4,131,131-7,0.035,0.67,172,76,30.38,0,2.83,1.415,0.222642708,1.093740619,-0.807709568,-0.574112054,-0.56329576,-0.07747176
Sel,PENN,AC,A4,131,131-8,0.041,0.56,211,115,27.54,-1.72,1.03,1.375,1.268712622,0.294108836,-1.476844259,-0.674351031,-0.394749715,0.638638993
Sel,PENN,AC,A4,131,131-9,0.038,0.56,160,64,30.24,-0.81,3.9,2.355,0.745677665,0.294108836,-0.840695081,1.781503896,-1.058871293,-0.9971756
Sel,PENN,AC,A4,132,132-1,0.034,0.44,225,129,29.47,0,4.27,2.135,0.048297722,-0.578216746,-1.022115402,1.230189525,0.011729929,-0.850138303
Sel,PENN,AC,A4,132,132-10,0.033,0.44,252,156,38.57,-0.93,2.57,1.75,-0.126047264,-0.578216746,1.12194294,0.265389375,0.380839409,0.219319969
Sel,PENN,AC,A4,132,132-2,0.043,0.78,161,65,29.66,-1.68,2.57,2.125,1.617402594,1.893372403,-0.977349348,1.205129781,-0.943658984,-1.129388619
Sel,PENN,AC,A4,132,132-3,0.031,0.44,242,146,33.3,-0.87,1.96,1.415,-0.474737235,-0.578216746,-0.119726012,-0.574112054,0.118748053,0.456301868
Sel,PENN,AC,A4,132,132-4,0.036,0.56,162,66,36.79,0,3.46,1.73,0.396987693,0.294108836,0.702555704,0.215269886,-0.847317869,0.339582208
Sel,PENN,AC,A4,132,132-5,0.035,0.44,218,122,31.41,-3.76,0.35,2.055,0.222642708,-0.578216746,-0.565030437,1.029711572,-0.206732213,-0.429752521
Sel,MARY,AC,A5,236,236-1,0.037,0.33,155,59,36.06,-3.07,1.22,2.145,0.571332679,-1.37784853,0.530559815,1.255249269,-2.674363204,1.143712251
Sel,MARY,AC,A5,236,236-10,0.038,0.56,159,63,37.61,-2.15,2.22,2.185,0.745677665,0.294108836,0.895756565,1.355488246,-1.208243346,-0.1738417
Sel,MARY,AC,A5,236,236-2,0.039,0.33,156,60,33.34,-2.67,1.73,2.2,0.920022651,-1.37784853,-0.11030158,1.393077862,-2.112682138,0.824490858
Sel,MARY,AC,A5,236,236-3,0.038,0.56,157,61,28.97,-2.02,1.94,1.98,0.745677665,0.294108836,-1.139920805,0.84176349,-1.691289789,-0.157655342
Sel,MARY,AC,A5,236,236-4,0.038,0.44,160,64,36.66,-1.68,2.52,2.1,0.745677665,-0.578216746,0.671926299,1.14248042,-1.058871293,0.338523866
Sel,MARY,AC,A5,236,236-5,0.034,0.44,156,60,32.73,-2.67,2.26,2.465,0.048297722,-0.578216746,-0.254024172,2.057161082,-2.112682138,-0.506145714
Sel,MARY,AC,A5,236,236-6,0.039,0.56,157,61,30.65,-2.46,1.56,2.01,0.920022651,0.294108836,-0.74409465,0.916942723,-1.691289789,-0.034329847
Sel,MARY,AC,A5,236,236-7,0.04,0.56,158,62,31.6,-2.36,1.53,1.945,1.094367636,0.294108836,-0.520264383,0.754054386,-1.409682012,0.119819072
Sel,MARY,AC,A5,236,236-8,0.038,0.33,159,63,30.48,-2.89,1.11,2,0.745677665,-1.37784853,-0.784148487,0.891882979,-1.208243346,0.62217374
Sel,MARY,AC,A5,236,236-9,0.032,0.44,156,60,37.18,-3.26,1.95,2.605,-0.30039225,-0.578216746,0.794443918,2.4079975,-2.112682138,-0.639847401
Sel,MARY,AC,A5,237,237-1,0.028,0.44,218,122,24.1,-2.93,0.53,1.73,-0.997772193,-0.578216746,-2.287345434,0.215269886,-0.206732213,-0.805010792
Sel,MARY,AC,A5,237,237-10,0.028,0.78,217,121,22.79,-1.48,0,0.74,-0.997772193,1.893372403,-2.595995591,-2.265644785,-0.246449127,-0.362593635
Sel,MARY,AC,A5,237,237-2,0.028,0.56,214,118,26.99,-1.4,1.62,1.51,-0.997772193,0.294108836,-1.606430203,-0.336044485,-0.334568781,-0.640649363
Sel,MARY,AC,A5,237,237-3,0.048,0.56,157,61,35.85,-2.05,1.69,1.87,2.489127522,0.294108836,0.481081545,0.566106305,-1.691289789,1.22073779
Sel,MARY,AC,A5,237,237-4,0.026,0.67,213,117,25.61,-0.78,1.45,1.115,-1.346462164,1.093740619,-1.931573116,-1.325904379,-0.360736177,-0.563561634
Sel,MARY,AC,A5,237,237-5,0.029,0.67,221,125,24.34,-1.34,1.13,1.235,-0.823427207,1.093740619,-2.23079884,-1.025187449,-0.082788575,-0.737876732
Sel,MARY,AC,A5,237,237-6,0.044,0.56,157,61,34.5,-1.8,2.07,1.935,1.791747579,0.294108836,0.163006956,0.728994642,-1.691289789,0.717232563
Sel,MARY,AC,A5,237,237-7,0.025,0.56,214,118,26.48,-1.34,1.11,1.225,-1.52080715,0.294108836,-1.726591714,-1.050247193,-0.334568781,-0.369624904
Sel,MARY,AC,A5,237,237-8,0.031,0.44,242,146,25.87,-3.27,0,1.635,-0.474737235,-0.578216746,-1.870314306,-0.022797683,0.118748053,-0.410318091
Sel,MARY,AC,A5,237,237-9,0.048,0.67,156,60,32.52,-2.74,1.42,2.08,2.489127522,1.093740619,-0.303502441,1.092360932,-2.112682138,0.347678933
Sel,MARY,AC,A6,238,238-1,0.035,0.44,157,61,39.16,-1.76,1.64,1.7,0.222642708,-0.578216746,1.260953316,0.140090654,-1.691289789,1.232670331
Sel,MARY,AC,A6,238,238-10,0.037,0.78,158,62,37.52,-0.8,2.99,1.895,0.571332679,1.893372403,0.874551593,0.628755665,-1.409682012,-0.502087518
Sel,MARY,AC,A6,238,238-2,0.034,0.56,156,60,35.57,-1.14,2.14,1.64,0.048297722,0.294108836,0.41511052,-0.010267811,-2.112682138,0.729310218
Sel,MARY,AC,A6,238,238-3,0.042,0.78,158,62,30.88,-1.37,2.4,1.885,1.443057608,1.893372403,-0.689904164,0.603695921,-1.409682012,-0.519585665
Sel,MARY,AC,A6,238,238-4,0.035,0.89,159,63,34.67,-1.29,2.21,1.75,0.222642708,2.693004186,0.203060793,0.265389375,-1.208243346,-1.05919466
Sel,MARY,AC,A6,238,238-5,0.036,0.67,160,64,33.45,-0.64,2.61,1.625,0.396987693,1.093740619,-0.084384391,-0.047857427,-1.058871293,-0.02559356
Sel,MARY,AC,A6,238,238-6,0.035,0.67,155,59,34.08,-2.01,1.79,1.9,0.222642708,1.093740619,0.064050417,0.641285537,-2.674363204,0.00219005
Sel,MARY,AC,A6,238,238-7,0.03,0.78,155,59,36.11,-1,1.66,1.33,-0.649082221,1.893372403,0.542340355,-0.78711988,-2.674363204,0.379925377
Sel,MARY,AC,A6,238,238-8,0.03,0.67,159,63,34.67,-1.29,2.21,1.75,-0.649082221,1.093740619,0.203060793,0.265389375,-1.208243346,-0.5780961
Sel,MARY,AC,A6,238,238-9,0.028,0.56,156,60,35.1,-1.92,1.16,1.54,-0.997772193,0.294108836,0.30437344,-0.260865252,-2.112682138,0.435682036
Sel,MARY,AC,A6,239,239-1,0.037,0.44,157,61,31.25,-1.32,2.43,1.875,0.571332679,-0.578216746,-0.602728166,0.578636177,-1.691289789,0.569498878
Sel,MARY,AC,A6,239,239-2,0.035,0.11,157,61,34.95,-1.55,1.93,1.74,0.222642708,-2.977112097,0.269031819,0.240329631,-1.691289789,2.18192338
Sel,MARY,AC,A6,239,239-3,0.035,0.22,159,63,33.7,-1.94,1.54,1.74,0.222642708,-2.177480313,-0.025481689,0.240329631,-1.208243346,1.505513309
Sel,MARY,AC,A6,239,239-4,0.035,0.44,158,62,30.12,-1.17,2.22,1.695,0.222642708,-0.578216746,-0.868968377,0.127560782,-1.409682012,0.583001196
Sel,MARY,AC,A6,239,239-5,0.036,0.56,159,63,33.38,-1.23,3.72,2.475,0.396987693,0.294108836,-0.100877147,2.082220826,-1.208243346,-1.121944336
Sel,HOFF,AD,A7,343,343-1,0.028,0.44,216,120,31.26,-1.63,0.42,1.025,-0.997772193,-0.578216746,-0.600372058,-1.551442076,-0.275576727,0.966761985
Sel,HOFF,AD,A7,343,343-10,0.034,0.67,215,119,36.08,-1.78,1.66,1.72,0.048297722,1.093740619,0.535272031,0.190210142,-0.304325739,-0.456040802
Sel,HOFF,AD,A7,343,343-2,0.028,0.44,234,138,25.74,-2.03,2.69,2.36,-0.997772193,-0.578216746,-1.900943711,1.794033768,0.06690895,-1.966332547
Sel,HOFF,AD,A7,343,343-3,0.033,0.44,216,120,33.04,-2.59,0.58,1.585,-0.126047264,-0.578216746,-0.180984822,-0.148096404,-0.275576727,0.415288064
Sel,HOFF,AD,A7,343,343-4,0.026,0.44,210,114,35.05,-2.45,0,1.225,-1.346462164,-0.578216746,0.2925929,-1.050247193,-0.405551009,0.727285821
Sel,HOFF,AD,A7,343,343-5,0.033,0.56,215,119,36.78,-1.72,0.74,1.23,-0.126047264,0.294108836,0.700199596,-1.037717321,-0.304325739,0.846903816
Sel,HOFF,AD,A7,343,343-6,0.03,0.56,219,123,35.74,-2.68,0.93,1.805,-0.649082221,0.294108836,0.455164357,0.403217968,-0.169718362,-0.553916978
Sel,HOFF,AD,A7,343,343-7,0.031,0.56,221,125,33.26,-3.83,0.57,2.2,-0.474737235,0.294108836,-0.129150444,1.393077862,-0.082788575,-1.394091216
Sel,HOFF,AD,A7,343,343-8,0.029,0.67,211,115,35.8,-2.34,0.78,1.56,-0.823427207,1.093740619,0.469301005,-0.210745764,-0.394749715,-0.51990867
Sel,HOFF,AD,A7,343,343-9,0.026,0.56,213,117,39.75,-2.45,1.5,1.975,-1.346462164,0.294108836,1.399963692,0.829233618,-0.360736177,-0.852504152
Sel,HOFF,AD,A7,344,344-1,0.035,0.78,200,104,37.76,-1.5,2.52,2.01,0.222642708,1.893372403,0.931098186,0.916942723,-0.444064726,-1.192174349
Sel,HOFF,AD,A7,344,344-10,0.029,0.89,215,119,34.54,-0.84,2.79,1.815,-0.823427207,2.693004186,0.172431389,0.428277712,-0.304325739,-1.957508873
Sel,HOFF,AD,A7,344,344-2,0.027,0.56,212,116,38.9,-1.2,1.97,1.585,-1.172117178,0.294108836,1.199694506,-0.148096404,-0.380839409,-0.101355197
Sel,HOFF,AD,A7,344,344-3,0.033,0.56,210,114,29.78,-0.57,2.55,1.56,-0.126047264,0.294108836,-0.949076052,-0.210745764,-0.405551009,-0.160787229
Sel,HOFF,AD,A7,344,344-4,0.028,0.67,225,129,42.06,-0.74,3.12,1.93,-0.997772193,1.093740619,1.944224655,0.71646477,0.011729929,-1.036404914
Sel,HOFF,AD,A7,344,344-5,0.03,0.44,208,112,38.08,-0.47,3.1,1.785,-0.649082221,-0.578216746,1.006493644,0.353098479,-0.424729111,0.184985959
Sel,HOFF,AD,A7,344,344-6,0.029,0.67,218,122,34.46,-5.1,0,2.55,-0.823427207,1.093740619,0.153582524,2.270168907,-0.206732213,-2.501335551
Sel,HOFF,AD,A7,344,344-7,0.032,0.78,208,112,37.03,-1.5,2.38,1.94,-0.30039225,1.893372403,0.759102297,0.741524514,-0.424729111,-1.339448457
Sel,HOFF,AD,A7,344,344-8,0.03,0.78,200,104,41.83,-0.34,3.81,2.075,-0.649082221,1.893372403,1.89003417,1.07983106,-0.444064726,-1.435397776
Sel,HOFF,AD,A7,344,344-9,0.025,0.67,201,105,34.94,-0.65,3.8,2.225,-1.52080715,1.093740619,0.266675711,1.455727222,-0.442123796,-2.086563473
Sel,HOFF,AD,A7,345,345-1,0.035,0.78,213,117,35.47,-1.77,1.41,1.59,0.222642708,1.893372403,0.391549439,-0.135566532,-0.360736177,-0.586169124
Sel,HOFF,AD,A7,345,345-10,0.03,0.67,213,117,36.95,-2.32,0.71,1.515,-0.649082221,1.093740619,0.740253433,-0.323514613,-0.360736177,-0.302637869
Sel,HOFF,AD,A7,345,345-2,0.029,0.67,202,106,37.13,-1.65,1.8,1.725,-0.823427207,1.093740619,0.782663378,0.202740014,-0.440184531,-0.726864435
Sel,HOFF,AD,A7,345,345-3,0.036,0.67,221,125,33.88,-1.5,1.75,1.625,0.396987693,1.093740619,0.016928256,-0.047857427,-0.082788575,-0.344974533
Sel,HOFF,AD,A7,345,345-4,0.026,0.67,217,121,34.12,-2.34,0.99,1.665,-1.346462164,1.093740619,0.07347485,0.052381549,-0.246449127,-1.095472272
Sel,HOFF,AD,A7,345,345-6,0.03,0.56,211,115,35.06,-1.67,1.86,1.765,-0.649082221,0.294108836,0.294949008,0.302978991,-0.394749715,-0.442193986
Sel,HOFF,AD,A7,345,345-7,0.033,0.67,223,127,31.41,-1.78,2.1,1.94,-0.126047264,1.093740619,-0.565030437,0.741524514,-0.013489518,-1.329982005
Sel,HOFF,AD,A7,345,345-8,0.032,0.78,209,113,36.81,-2.1,0,1.05,-0.30039225,1.893372403,0.70726792,-1.488792716,-0.415760316,0.290632244
Sel,HOFF,AD,A7,345,345-9,0.035,0.67,215,119,36.61,-2.49,0.65,1.57,0.222642708,1.093740619,0.660145759,-0.18568602,-0.304325739,-0.070766247
Sel,HOFF,AD,A7,346,346-1,0.026,0.56,172,76,28.93,-1.02,2.32,1.67,-1.346462164,0.294108836,-1.149345237,0.064911422,-0.56329576,-0.885524364
Sel,HOFF,AD,A7,346,346-2,0.032,0.56,172,76,26.68,-0.27,3.13,1.7,-0.30039225,0.294108836,-1.679469553,0.140090654,-0.56329576,-0.630593493
Sel,HOFF,AD,A7,346,346-3,0.032,0.56,198,102,35.82,-2.14,2.4,2.27,-0.30039225,0.294108836,0.474013221,1.568496071,-0.44600733,-1.161612072
Sel,HOFF,AD,A7,346,346-4,0.035,0.56,173,77,31.48,-0.69,1.82,1.255,0.222642708,0.294108836,-0.54853768,-0.975067961,-0.511122438,0.696016674
Sel,HOFF,AD,A7,346,346-5,0.028,0.56,173,77,29.41,-0.5,1.74,1.12,-0.997772193,0.294108836,-1.03625205,-1.313374507,-0.511122438,0.293262881
Sel,PENN,AD,A6,150,150-1,0.026,0.4,155,59,34.11,-1.23,2.92,2.075,-1.346462164,-0.86899194,0.071118742,1.07983106,-2.674363204,0.05608039
Sel,PENN,AD,A6,150,150-10,0.04,0.6,218,122,36.76,-0.66,1.89,1.275,1.094367636,0.58488403,0.69548738,-0.924948473,-0.206732213,1.096746531
Sel,PENN,AD,A6,150,150-2,0.036,0.6,156,60,25.01,-0.68,3.44,2.06,0.396987693,0.58488403,-2.0729396,1.042241444,-2.112682138,-0.706702629
Sel,PENN,AD,A6,150,150-3,0.035,0.5,210,114,33.62,-2.05,2.81,2.43,0.222642708,-0.142053955,-0.044330554,1.969451977,-0.405551009,-1.149891888
Sel,PENN,AD,A6,150,150-4,0.043,0.7,159,63,31.43,-0.81,2.64,1.725,1.617402594,1.311822015,-0.56031822,0.202740014,-1.208243346,0.125217015
Sel,PENN,AD,A6,150,150-5,0.04,0.7,166,70,35.37,-0.89,1.76,1.325,1.094367636,1.311822015,0.367988358,-0.799649752,-0.702364248,0.704951257
Sel,PENN,AD,A6,150,150-6,0.045,0.6,219,123,34.08,-0.94,1.42,1.18,1.966092565,0.58488403,0.064050417,-1.163016042,-0.169718362,1.468331122
Sel,PENN,AD,A6,150,150-7,0.049,0.5,172,76,34.24,-0.5,2.2,1.35,2.663472508,-0.142053955,0.101748147,-0.737000391,-0.56329576,1.991879963
Sel,PENN,AD,A6,150,150-8,0.035,0.5,214,118,34.33,-1.91,2.61,2.26,0.222642708,-0.142053955,0.122953119,1.543436327,-0.334568781,-0.816569838
Sel,PENN,AD,A6,150,150-9,0.042,0.8,159,63,28.38,-0.97,3.12,2.045,1.443057608,2.03876,-1.278931181,1.004651827,-1.208243346,-1.11946856
Con,ELLR,AD,A5,426,C-426,0.033,0.6,278,182,43.28,-2.49,2.64,2.565,-0.126047264,0.58488403,2.23166984,2.307758523,1.118265916,-1.881220434
Con,ELLR,AD,A5,427,C-427,0.03,0.4,278,182,37.29,-0.83,1.82,1.325,-0.649082221,-0.86899194,0.820361107,-0.799649752,1.118265916,0.595989901
Con,ELLR,AD,A5,428,C-428,0.028,0.6,297,201,30.03,-0.57,2.13,1.35,-0.997772193,0.58488403,-0.89017335,-0.737000391,2.507275368,-1.319460367
Con,ELLR,AD,A5,429,C-429,0.025,0.7,288,192,32.74,0,2.54,1.27,-1.52080715,1.311822015,-0.251668064,-0.937478345,1.615401951,-1.301477453
Con,ELLR,AD,A6,430,C-430,0.037,0.6,294,198,37.11,-0.19,1.92,1.055,0.571332679,0.58488403,0.777951162,-1.476262844,2.251827465,0.429239287
Con,ELLR,AD,A6,431,C-431,0.03,0.7,289,193,35.73,0,2.32,1.16,-0.649082221,1.311822015,0.452808249,-1.21313553,1.747869291,-0.58529324
Con,ELLR,AD,A6,432,C-432,0.032,0.6,276,180,35.89,0,4.1,2.05,-0.30039225,0.58488403,0.490505978,1.017181699,1.073365495,-1.444332403
Con,ELLR,AD,A6,433,C-433,0.03,0.7,293,197,35.82,-0.53,2.55,1.54,-0.649082221,1.311822015,0.474013221,-0.260865252,2.170770486,-1.432781947
Con,ELLR,AD,A6,434,C-434,0.027,0.7,286,190,36.3,0,3.7,1.85,-1.172117178,1.311822015,0.587106408,0.515986816,1.419250753,-1.935144479
Con,ELLR,AD,A6,436,C-436,0.029,0.5,292,196,39.32,0,2.39,1.195,-0.823427207,-0.142053955,1.298651045,-1.125426426,2.070863555,0.160525331
Con,ELLR,AD,A6,437,C-437,0.028,0.5,272,176,35.64,-2.22,2.13,2.175,-0.997772193,-0.142053955,0.431603276,1.330428501,1.001057002,-1.576215215
Con,ELLR,AD,A6,438,C-438,0.04,0.5,220,124,34.83,-3.64,0,1.82,1.094367636,-0.142053955,0.240758523,0.440807584,-0.130569274,0.330894261
Con,ELLR,AD,A6,439,C-439,0.029,0.5,227,131,33.23,-1.87,2.21,2.04,-0.823427207,-0.142053955,-0.136218768,0.992121955,0.028741623,-1.055889275
Con,ELLR,AD,A6,440,C-440,0.026,0.5,277,181,24.81,0,2.77,1.385,-1.346462164,-0.142053955,-2.120061761,-0.649291287,1.094471489,-0.9671802
Con,ELLR,AD,A7,441,C-441,0.022,0.5,270,174,34.56,0,4.58,2.29,-2.043842107,-0.142053955,0.177143605,1.618615559,0.935451918,-2.282155126
Con,ELLR,AD,A7,442,C-442,0.036,0.5,271,175,33.48,0,2.25,1.125,0.396987693,-0.142053955,-0.077316067,-1.300844635,0.964927376,0.845399598
Con,ELLR,AD,A7,443,C-443,0.033,0.4,291,195,38.86,-1.47,2.36,1.915,-0.126047264,-0.86899194,1.190270074,0.678875153,1.967424428,-0.474838226
Sel,PENN,AA,A1,104,104-10,0.029,0.33,288,192,35.33,-0.29,1.21,0.75,-0.823427207,-1.37784853,0.358563926,-2.240585041,1.615401951,1.559899037
Sel,PENN,AA,A1,104,104-6,0.034,0.44,290,194,32.82,-0.6,3.61,2.105,0.048297722,-0.578216746,-0.232819199,1.155010292,1.878118196,-1.248982808
Sel,PENN,AA,A1,104,104-7,0.03,0.44,283,187,36.17,-0.67,2.18,1.425,-0.649082221,-0.578216746,0.556477004,-0.54905231,1.282085024,0.128019176
Sel,PENN,AA,A1,104,104-8,0.026,0.44,289,193,35.46,-0.22,2.27,1.245,-1.346462164,-0.578216746,0.389193331,-1.000127705,1.747869291,-0.047651292
Sel,PENN,AA,A1,104,104-9,0.027,0.44,294,198,36.87,-0.6,2.31,1.455,-1.172117178,-0.578216746,0.721404568,-0.473873078,2.251827465,-0.45272832
Sel,PENN,AA,A1,105,105-1,0.044,0.44,287,191,34.93,-0.22,2.44,1.33,1.791747579,-0.578216746,0.264319603,-0.78711988,1.51930766,1.192101302
Sel,PENN,AA,A1,105,105-10,0.049,0.33,256,160,33.03,0,5.16,2.58,2.663472508,-1.37784853,-0.18334093,2.34534814,0.489850648,-0.070979405
Sel,PENN,AA,A1,105,105-2,0.046,0.44,292,196,36.42,0,3.06,1.53,2.140437551,-0.578216746,0.615379705,-0.285924997,2.070863555,0.868538531
Sel,PENN,AA,A1,105,105-3,0.047,0.44,287,191,37.37,-0.55,2.8,1.675,2.314782536,-0.578216746,0.839209972,0.077441294,1.51930766,0.929418478
Sel,PENN,AA,A1,105,105-4,0.045,0.44,282,186,37.59,-0.19,2.67,1.43,1.966092565,-0.578216746,0.891044349,-0.536522438,1.24177622,1.34488075
Sel,PENN,AA,A1,105,105-5,0.046,0.44,288,192,37.76,-1.23,1.89,1.56,2.140437551,-0.578216746,0.931098186,-0.210745764,1.615401951,1.057342064
Sel,PENN,AA,A1,105,105-6,0.046,0.44,289,193,33.51,-0.47,2.59,1.53,2.140437551,-0.578216746,-0.070247742,-0.285924997,1.747869291,0.803047644
Sel,PENN,AA,A1,105,105-7,0.048,0.44,287,191,38.26,-0.44,2.06,1.25,2.489127522,-0.578216746,1.04890359,-0.987597833,1.51930766,1.845821418
Sel,PENN,AA,A1,105,105-8,0.043,0.44,172,76,29.87,-1.25,2.91,2.08,1.617402594,-0.578216746,-0.927871079,1.092360932,-0.56329576,0.154594376
Sel,PENN,AA,A1,105,105-9,0.048,0.33,286,190,37.67,-0.61,2.75,1.68,2.489127522,-1.37784853,0.909893214,0.089971166,1.419250753,1.477002694
Sel,PENN,AA,A1,106,106-1,0.033,0.33,276,180,36.67,0,2.27,1.135,-0.126047264,-1.37784853,0.674282407,-1.275784891,1.073365495,1.422227107
Sel,PENN,AA,A1,106,106-10,0.032,0.44,283,187,35.1,0,2.47,1.235,-0.30039225,-0.578216746,0.30437344,-1.025187449,1.282085024,0.563287127
Sel,PENN,AA,A1,106,106-2,0.037,0.44,255,159,27.96,0,3.59,1.795,0.571332679,-0.578216746,-1.37788772,0.378158223,0.453144702,-0.246049033
Sel,PENN,AA,A1,106,106-3,0.033,0.44,286,190,40.81,-1.18,2.05,1.615,-0.126047264,-0.578216746,1.649711147,-0.072917171,1.419250753,0.239596559
Sel,PENN,AA,A1,106,106-4,0.033,0.44,289,193,37.3,-0.64,1.96,1.3,-0.126047264,-0.578216746,0.822717215,-0.862299112,1.747869291,0.488910418
Sel,PENN,AA,A1,106,106-5,0.034,0.56,287,191,38.95,-0.37,2.99,1.68,0.048297722,0.294108836,1.211475046,0.089971166,1.51930766,-0.42303059
Sel,PENN,AA,A1,106,106-6,0.034,0.44,290,194,37.82,-0.95,2.89,1.92,0.048297722,-0.578216746,0.945234835,0.691405025,1.878118196,-0.597417495
Sel,PENN,AA,A1,106,106-7,0.035,0.44,261,165,25.59,-0.95,2.4,1.675,0.222642708,-0.578216746,-1.936285332,0.077441294,0.604329334,-0.374033836
Sel,PENN,AA,A1,106,106-8,0.036,0.33,255,159,29.48,0,4.35,2.175,0.396987693,-1.37784853,-1.019759294,1.330428501,0.453144702,-0.502247201
Sel,PENN,AA,A1,106,106-9,0.034,0.44,268,172,20.13,-0.34,2.66,1.5,0.048297722,-0.578216746,-3.222720337,-0.361104229,0.890956071,-0.56443022
Sel,PENN,AA,A1,107,107-1,0.031,0.44,288,192,34.54,-0.78,2.17,1.475,-0.474737235,-0.578216746,0.172431389,-0.42375359,1.615401951,-0.108525116
Sel,PENN,AA,A1,107,107-10,0.034,0.56,271,175,38.94,0,4.48,2.24,0.048297722,0.294108836,1.209118938,1.493316838,0.964927376,-1.263377704
Sel,PENN,AA,A1,107,107-2,0.03,0.33,287,191,37.8,0,3.17,1.585,-0.649082221,-1.37784853,0.940522619,-0.148096404,1.51930766,0.276563978
Sel,PENN,AA,A1,107,107-3,0.03,0.44,252,156,31.66,-0.28,2.33,1.305,-0.649082221,-0.578216746,-0.506127735,-0.84976924,0.380839409,0.390584113
Sel,PENN,AA,A1,107,107-4,0.032,0.44,292,196,41.68,-0.35,2.61,1.48,-0.30039225,-0.578216746,1.854692549,-0.411223717,2.070863555,0.23731008
Sel,PENN,AA,A1,107,107-5,0.036,0.56,282,186,40.58,-1.72,2.57,2.145,0.396987693,0.294108836,1.595520661,1.255249269,1.24177622,-0.934421139
Sel,PENN,AA,A1,107,107-6,0.033,0.67,272,176,31.43,-1.56,4.16,2.86,-0.126047264,1.093740619,-0.56031822,3.047020976,1.001057002,-3.390732793
Sel,PENN,AA,A1,107,107-7,0.035,0.56,264,168,28.07,-1.25,1.8,1.525,0.222642708,0.294108836,-1.351970531,-0.298454869,0.722776022,-0.451854689
Sel,PENN,AA,A1,107,107-8,0.03,0.44,269,173,38.97,0,4.57,2.285,-0.649082221,-0.578216746,1.216187263,1.606085687,0.915650458,-1.160276911
Sel,PENN,AA,A1,107,107-9,0.032,0.56,287,191,35.44,0,4.27,2.135,-0.30039225,0.294108836,0.384481115,1.230189525,1.51930766,-1.631920683
Sel,MARY,AA,A2,211,211-6,0.033,0.44,162,66,36.78,-0.95,1.91,1.43,-0.126047264,-0.578216746,0.700199596,-0.536522438,-0.847317869,1.136068176
Sel,MARY,AA,A2,211,211-7,0.03,0.33,161,65,37.72,-1.44,1.37,1.405,-0.649082221,-1.37784853,0.921673754,-0.599171799,-0.943658984,1.47769638
Sel,MARY,AA,A2,211,211-8,0.036,0.22,159,63,23.9,-1.37,1.59,1.48,0.396987693,-2.177480313,-2.334467595,-0.411223717,-1.208243346,1.455444976
Sel,MARY,AA,A2,211,211-9,0.031,0.44,161,65,36.62,-1.54,1.61,1.575,-0.474737235,-0.578216746,0.662501867,-0.173156148,-0.943658984,0.74214431
Sel,MARY,AA,A2,212,212-10,0.035,0.44,161,65,37.71,-1.12,1.88,1.5,0.222642708,-0.578216746,0.919317646,-0.361104229,-0.943658984,1.248073215
Sel,MARY,AA,A2,212,212-2,0.031,0.33,161,65,34.89,-1.8,1.22,1.51,-0.474737235,-1.37784853,0.254895171,-0.336044485,-0.943658984,1.183307268
Sel,MARY,AA,A2,212,212-3,0.032,0.22,161,65,33.4,-0.93,2.07,1.5,-0.30039225,-2.177480313,-0.096164931,-0.361104229,-0.943658984,1.612474549
Sel,MARY,AA,A2,212,212-4,0.031,0.44,163,67,42.18,-0.26,1.94,1.1,-0.474737235,-0.578216746,1.972497952,-1.363493995,-0.785920783,1.909052955
Sel,MARY,AA,A2,212,212-5,0.031,0.33,159,63,29.2,-1.85,1.4,1.625,-0.474737235,-1.37784853,-1.08573032,-0.047857427,-1.208243346,0.7123785
Sel,MARY,AA,A2,212,212-6,0.031,0.22,162,66,37.52,0,2.7,1.35,-0.474737235,-2.177480313,0.874551593,-0.737000391,-0.847317869,2.035767481
Sel,MARY,AA,A2,212,212-7,0.036,0.44,159,63,33.11,-1.34,1.95,1.645,0.396987693,-0.578216746,-0.164492065,0.002262061,-1.208243346,0.863979719
Sel,MARY,AA,A2,212,212-8,0.037,0.11,162,66,38.94,-0.76,1.52,1.14,0.571332679,-2.977112097,1.209118938,-1.263255019,-0.847317869,3.389661643
